Enter number 1 (binary): 
1111111111110101
Enter number 2 (binary): 
0000000000001001
Cycle-counter	MD					AC						MQ					MQ_1
10000		0000000000001001		0000000000000000		1111111111110101	0
10000		0000000000001001		1111111111110111		1111111111110101	0
10000		0000000000001001		1111111111111011		1111111111111010	1
01111		0000000000001001		1111111111111011		1111111111111010	1
01111		0000000000001001		0000000000000100		1111111111111010	1
01111		0000000000001001		0000000000000010		0111111111111101	0
01110		0000000000001001		0000000000000010		0111111111111101	0
01110		0000000000001001		1111111111111001		0111111111111101	0
01110		0000000000001001		1111111111111100		1011111111111110	1
01101		0000000000001001		1111111111111100		1011111111111110	1
01101		0000000000001001		0000000000000101		1011111111111110	1
01101		0000000000001001		0000000000000010		1101111111111111	0
01100		0000000000001001		0000000000000010		1101111111111111	0
01100		0000000000001001		1111111111111001		1101111111111111	0
01100		0000000000001001		1111111111111100		1110111111111111	1
01011		0000000000001001		1111111111111100		1110111111111111	1
01011		0000000000001001		1111111111111110		0111011111111111	1
01010		0000000000001001		1111111111111110		0111011111111111	1
01010		0000000000001001		1111111111111111		0011101111111111	1
01001		0000000000001001		1111111111111111		0011101111111111	1
01001		0000000000001001		1111111111111111		1001110111111111	1
01000		0000000000001001		1111111111111111		1001110111111111	1
01000		0000000000001001		1111111111111111		1100111011111111	1
00111		0000000000001001		1111111111111111		1100111011111111	1
00111		0000000000001001		1111111111111111		1110011101111111	1
00110		0000000000001001		1111111111111111		1110011101111111	1
00110		0000000000001001		1111111111111111		1111001110111111	1
00101		0000000000001001		1111111111111111		1111001110111111	1
00101		0000000000001001		1111111111111111		1111100111011111	1
00100		0000000000001001		1111111111111111		1111100111011111	1
00100		0000000000001001		1111111111111111		1111110011101111	1
00011		0000000000001001		1111111111111111		1111110011101111	1
00011		0000000000001001		1111111111111111		1111111001110111	1
00010		0000000000001001		1111111111111111		1111111001110111	1
00010		0000000000001001		1111111111111111		1111111100111011	1
00001		0000000000001001		1111111111111111		1111111100111011	1
00001		0000000000001001		1111111111111111		1111111110011101	1
Result: 11111111111111111111111110011101
