Enter number 1 (binary): 
0000000000001001
Enter number 2 (binary): 
1111111111110101
Cycle-counter	MD					AC						MQ					MQ_1
10000		1111111111110101		0000000000000000		0000000000001001	0
10000		1111111111110101		0000000000001011		0000000000001001	0
10000		1111111111110101		0000000000000101		1000000000000100	1
01111		1111111111110101		0000000000000101		1000000000000100	1
01111		1111111111110101		1111111111111010		1000000000000100	1
01111		1111111111110101		1111111111111101		0100000000000010	0
01110		1111111111110101		1111111111111101		0100000000000010	0
01110		1111111111110101		1111111111111110		1010000000000001	0
01101		1111111111110101		1111111111111110		1010000000000001	0
01101		1111111111110101		0000000000001001		1010000000000001	0
01101		1111111111110101		0000000000000100		1101000000000000	1
01100		1111111111110101		0000000000000100		1101000000000000	1
01100		1111111111110101		1111111111111001		1101000000000000	1
01100		1111111111110101		1111111111111100		1110100000000000	0
01011		1111111111110101		1111111111111100		1110100000000000	0
01011		1111111111110101		1111111111111110		0111010000000000	0
01010		1111111111110101		1111111111111110		0111010000000000	0
01010		1111111111110101		1111111111111111		0011101000000000	0
01001		1111111111110101		1111111111111111		0011101000000000	0
01001		1111111111110101		1111111111111111		1001110100000000	0
01000		1111111111110101		1111111111111111		1001110100000000	0
01000		1111111111110101		1111111111111111		1100111010000000	0
00111		1111111111110101		1111111111111111		1100111010000000	0
00111		1111111111110101		1111111111111111		1110011101000000	0
00110		1111111111110101		1111111111111111		1110011101000000	0
00110		1111111111110101		1111111111111111		1111001110100000	0
00101		1111111111110101		1111111111111111		1111001110100000	0
00101		1111111111110101		1111111111111111		1111100111010000	0
00100		1111111111110101		1111111111111111		1111100111010000	0
00100		1111111111110101		1111111111111111		1111110011101000	0
00011		1111111111110101		1111111111111111		1111110011101000	0
00011		1111111111110101		1111111111111111		1111111001110100	0
00010		1111111111110101		1111111111111111		1111111001110100	0
00010		1111111111110101		1111111111111111		1111111100111010	0
00001		1111111111110101		1111111111111111		1111111100111010	0
00001		1111111111110101		1111111111111111		1111111110011101	0
Result: 11111111111111111111111110011101
